Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date,RPT_REC_NUM,inpatient_days,rn_hours,rn_hr_per_day,lpn_hours,lpn_hr_day,asst_hours,asst_hr_per_day,NPI_rn,total_hours_per_day,tot_hours,CMS_RN_rank,CMS_LPN_rank,CMS_aide_rank,CMS_tot_rank,CMS_RN_rankpct,CMS_LPN_rankpct,CMS_aide_rankpct,CMS_tot_rankpct,Latlong,lat,long,Percent with fall,Percent restrained,Percent_antianxiety,Percent_antipsychotic,Percent with psych meds,Fall_Rank,Restrained_rank,Psych_meds_rank
315058,GOLDEN REHABILITATION AND NURSING CENTER,438 SALEM-WOODSTOWN ROAD,SALEM,NJ,8079,8569356677,340,Salem,For profit - Partnership,116,82.9,Medicare and Medicaid,False,"GOLDEN REHABILITATION AND NURSING CENTER, LLC",08/10/1973,False,False,False,False,Resident,Yes,3.0,,3.0,,4.0,,5.0,,2.0,,3.0,,3.0,,,,2.35731,0.97504,0.45994,1.43498,3.79229,0.07441,1.94876,0.69156,0.32086,2.96117,2.51831,1.05806,0.53703,4.10703,12/11/2017,2.0,2.0,0.0,8.0,1.0,0.0,8.0,11/22/2016,3,3,0.0,12.0,1.0,0.0,12.0,2015-11-19,9,9,0,44,1,0,44,15.333,0,0,0,0.0,0,0,"438 SALEM-WOODSTOWN ROAD SALEM, NJ 08079 (39.597493, -75.432687)",06/01/2019,1202185,32542.0,46106.0,1.41681519267,16220.0,0.498432794542,27334.0,0.839960666216,315058,2.75520865343,89660.0,31.0,306.0,338.0,333.0,0.0911764705882,0.9,0.994117647059,0.979411764706,"39.597493, -75.432687)",39.597493, -75.432687,1.724139,0.0,28.169016,16.317993,44.487009,120.0,140.0,315.0
315486,STONEBRIDGE AT MONTGOMERY HEALTH CARE CENTER,100 HOLLINSHEAD SPRING ROAD,SKILLMAN,NJ,8558,6097593654,350,Somerset,Non profit - Corporation,50,44.1,Medicare and Medicaid,False,"SPRINGPOINT AT MONTGOMERY, INC",11/17/2004,True,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,5.0,,,,2.06071,0.68838,1.16389,1.85226,3.91298,0.19807,2.23161,0.71751,0.31444,3.26357,1.92242,0.71997,1.3867,3.84507,09/17/2018,3.0,3.0,0.0,8.0,1.0,0.0,8.0,06/16/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-04-20,5,5,0,16,1,0,16,6.667,0,0,0,0.0,0,0,"100 HOLLINSHEAD SPRING ROAD SKILLMAN, NJ 08558 (40.413815, -74.639993)",06/01/2019,1207142,12508.0,12070.0,0.964982411257,14852.0,1.18740006396,33368.0,2.6677326511,315486,4.82011512632,60290.0,98.0,55.0,75.0,56.0,0.288235294118,0.161764705882,0.220588235294,0.164705882353,"40.413815, -74.639993)",40.413815, -74.639993,1.481482,0.0,18.897638,5.185187,24.082825,97.0,140.0,145.0
315149,STERLING MANOR,794 N FORKLANDING ROAD,MAPLE SHADE,NJ,8052,8567799333,150,Burlington,For profit - Individual,124,102.0,Medicare and Medicaid,False,HW WEIDCO STER LLC,12/01/1973,False,False,False,False,Resident,Yes,1.0,,1.0,,2.0,,4.0,,1.0,,1.0,,1.0,,,,1.59827,0.79821,0.19028,0.9885,2.58677,0.07313,1.60448,0.63121,0.29608,2.53178,2.0738,0.94898,0.24077,3.27659,05/23/2018,13.0,12.0,1.0,139.0,1.0,0.0,139.0,04/10/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-04-14,6,6,0,36,1,0,36,78.167,0,6,1,15801.0,0,1,"794 N FORKLANDING ROAD MAPLE SHADE, NJ 08052 (39.969224, -75.011877)",06/01/2019,1193855,34775.0,11024.71,0.317029762761,34033.35,0.978672897196,81597.73,2.34644802301,315149,3.64215068296,126655.79,306.0,130.0,161.0,241.0,0.9,0.382352941176,0.473529411765,0.708823529412,"39.969224, -75.011877)",39.969224, -75.011877,0.613496,0.0,49.685534,28.461538,78.147072,43.0,140.0,347.0
315234,OAK RIDGE REHABILITATION & NC,261 TERHUNE DRIVE,WAYNE,NJ,7470,9738353871,320,Passaic,For profit - Corporation,120,85.1,Medicare and Medicaid,False,261 TERHUNE DRIVE OPERATIONS LLC,09/01/1986,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,4.0,,5.0,,3.0,,4.0,,,,1.88814,0.56854,0.76847,1.33701,3.22516,0.05984,2.05735,0.65689,0.30011,3.01435,1.91063,0.64951,0.95931,3.4312,03/18/2019,1.0,1.0,0.0,4.0,1.0,0.0,4.0,12/21/2017,5,5,0.0,28.0,1.0,0.0,28.0,2016-10-17,4,3,1,20,1,0,20,14.667,0,3,0,0.0,0,0,"261 TERHUNE DRIVE WAYNE, NJ 07470 (40.997143, -74.273549)",06/01/2019,1202228,32061.0,28873.6,0.900583263155,23264.02,0.725617416799,70717.57,2.20571940987,315234,3.83192008983,122855.19,123.0,251.0,210.0,194.0,0.361764705882,0.738235294118,0.617647058824,0.570588235294,"40.997143, -74.273549)",40.997143, -74.273549,1.194028,0.0,26.708072,9.342563,36.050635,80.0,140.0,274.0
315336,"GARDENS AT MONROE HEALTHCARE AND REHABILITATION, T",189 APPLEGARTH ROAD,MONROE TOWNSHIP,NJ,8831,6094487036,270,Middlesex,For profit - Corporation,136,105.0,Medicare and Medicaid,False,GARDENS AT MONROE HEALTHCARE & REHABILITATION LLC,10/01/1994,False,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,5.0,,5.0,,4.0,,4.0,,,,2.38434,0.74986,0.93719,1.68705,4.07139,0.1058,2.17527,0.73949,0.34819,3.26295,2.28194,0.76096,1.00839,4.00148,06/11/2018,9.0,9.0,0.0,40.0,1.0,0.0,40.0,04/10/2017,3,3,0.0,12.0,1.0,0.0,12.0,2016-03-22,7,7,0,36,1,0,36,30.0,0,0,0,0.0,0,0,"189 APPLEGARTH ROAD MONROE TOWNSHIP, NJ 08831 (40.286442, -74.472958)",06/01/2019,1192451,39032.0,35220.04,0.902337569174,27106.91,0.694479145317,98528.91,2.52431107809,315336,4.12112779258,160855.86,121.0,264.0,103.0,141.0,0.355882352941,0.776470588235,0.302941176471,0.414705882353,"40.286442, -74.472958)",40.286442, -74.472958,3.703704,0.0,15.646259,1.3468,16.993059,289.0,140.0,63.0
315207,KRESSON VIEW CENTER,2601 EVESHAM ROAD,VOORHEES,NJ,8043,8565961113,160,Camden,For profit - Corporation,240,207.4,Medicare and Medicaid,False,2601 EVESHAM ROAD OPERATIONS LLC,06/19/1984,False,False,False,False,Resident,Yes,3.0,,3.0,,4.0,,5.0,,2.0,,3.0,,3.0,,,,1.69628,0.8444,0.41215,1.25654,2.95283,0.05485,1.8965,0.66856,0.30232,2.86738,1.86207,0.94781,0.51074,3.3025,10/05/2018,5.0,4.0,1.0,28.0,1.0,0.0,28.0,07/28/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-06-16,4,4,0,20,1,0,20,17.333,0,2,0,0.0,0,0,"2601 EVESHAM ROAD VOORHEES, NJ 08043 (39.869418, -74.942782)",06/01/2019,1196999,68126.0,31696.01,0.465255702669,62164.86,0.912498311951,127929.3,1.87783371987,315207,3.25558773449,221790.17,257.0,162.0,314.0,298.0,0.755882352941,0.476470588235,0.923529411765,0.876470588235,"39.869418, -74.942782)",39.869418, -74.942782,1.643835,0.41096,20.684526,20.875911,41.560437,114.0,301.0,307.0
315194,ST JOSEPH'S HEALTHCARE AND REHAB CENTER,315 EAST LINDSLEY ROAD,CEDAR GROVE,NJ,7009,9737544800,200,Essex,Non profit - Corporation,151,146.1,Medicare and Medicaid,False,ST JOSEPHS HOSPITAL AND MEDICAL CENTER,07/01/1983,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,5.0,,5.0,,4.0,,5.0,,,,2.05942,0.23261,1.15396,1.38656,3.44598,0.0,2.00035,0.68715,0.30481,2.9923,2.14333,0.25403,1.41835,3.69315,11/09/2018,2.0,2.0,0.0,20.0,0.0,0.0,20.0,09/20/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-08-26,10,10,0,56,1,0,56,19.333,0,0,0,0.0,0,0,"315 EAST LINDSLEY ROAD CEDAR GROVE, NJ 07009 (40.872018, -74.225869)",06/01/2019,1202216,46589.0,59323.0,1.27332632166,11670.0,0.250488312692,132283.0,2.83936122261,315194,4.36317585696,203276.0,46.0,335.0,54.0,93.0,0.135294117647,0.985294117647,0.158823529412,0.273529411765,"40.872018, -74.225869)",40.872018, -74.225869,3.742203,0.0,16.5,11.513857,28.013857,292.0,140.0,195.0
315468,CARE ONE AT MORRIS,100 MAZDABROOK ROAD,PARSIPPANY TROY HILL,NJ,7054,9739525300,300,Morris,For profit - Corporation,118,98.8,Medicare and Medicaid,False,"CARE ONE AT PARSIPPANY - TROY HILLS,  LLC",08/15/2001,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,5.0,,5.0,,3.0,,4.0,,,,1.77378,0.80927,0.88741,1.69668,3.47047,0.28437,2.21892,0.83684,0.4227,3.47846,1.66421,0.72571,0.78652,3.19956,03/25/2019,5.0,5.0,0.0,16.0,1.0,0.0,16.0,02/16/2018,10,9,1.0,56.0,1.0,0.0,56.0,2016-11-15,1,0,1,4,0,0,4,27.333,0,2,1,5000.0,0,1,"100 MAZDABROOK ROAD PARSIPPANY TROY HILL, NJ 07054 (40.859385, -74.401997)",06/01/2019,1202282,35645.0,24645.0,0.691401318558,30833.0,0.865002104082,69393.0,1.94678075466,315468,3.5031841773,124871.0,183.0,185.0,299.0,271.0,0.538235294118,0.544117647059,0.879411764706,0.797058823529,"40.859385, -74.401997)",40.859385, -74.401997,5.581397,0.0,15.499999,25.853657,41.353656,338.0,140.0,305.0
315421,ROSE GARDEN NURSING AND REHABILITATION CENTER,1579 OLD FREEHOLD ROAD,TOMS RIVER,NJ,8753,7325054477,310,Ocean,For profit - Individual,128,115.0,Medicare and Medicaid,False,OCEAN CONVALESCENT CENTER INC,12/01/1997,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,5.0,,5.0,,3.0,,4.0,,,,2.15576,0.71372,0.72459,1.43831,3.59407,0.12725,2.20368,0.76328,0.33694,3.30391,2.03658,0.70171,0.80566,3.48858,01/25/2019,4.0,4.0,0.0,16.0,1.0,0.0,16.0,12/06/2017,1,1,0.0,4.0,1.0,0.0,4.0,2016-12-23,1,1,0,4,1,0,4,10.0,0,0,0,0.0,0,0,"1579 OLD FREEHOLD ROAD TOMS RIVER, NJ 08753 (40.006562, -74.202304)",06/01/2019,1196321,43058.0,25321.0,0.588067258117,45870.0,1.06530725997,111352.0,2.58609317665,315421,4.23946769474,182543.0,211.0,89.0,93.0,120.0,0.620588235294,0.261764705882,0.273529411765,0.352941176471,"40.006562, -74.202304)",40.006562, -74.202304,5.801105,0.0,27.181206,7.386364,34.56757,341.0,140.0,264.0
315372,WHITE HOUSE HLTHCR & REHAB CTR,560 BERKELEY AVENUE,ORANGE,NJ,7050,9736726500,200,Essex,For profit - Corporation,176,152.4,Medicare and Medicaid,False,WHITE HOUSE HEALTHCARE AND REHABILITATION CENTER INC.,07/01/1997,False,False,False,False,Resident,Yes,5.0,,5.0,,4.0,,5.0,,3.0,,3.0,,3.0,,,,2.49505,0.78512,0.48589,1.27101,3.76606,0.08557,2.20674,0.77592,0.35534,3.338,2.35384,0.75933,0.51229,3.61818,03/05/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/22/2017,1,1,0.0,4.0,1.0,0.0,4.0,2016-09-30,0,0,0,0,0,0,0,1.333,0,0,0,0.0,0,0,"560 BERKELEY AVENUE ORANGE, NJ 07050 (40.75919, -74.241874)",06/01/2019,1194732,57750.0,29534.0,0.511411255411,40390.0,0.699393939394,154138.0,2.66905627706,315372,3.87986147186,224062.0,239.0,262.0,73.0,187.0,0.702941176471,0.770588235294,0.214705882353,0.55,"40.75919, -74.241874)",40.75919, -74.241874,1.333334,0.0,6.346157,0.801604,7.147761,94.0,140.0,4.0
315329,"OAKS AT DENVILLE, THE",21 POCONO ROAD,DENVILLE,NJ,7834,9735865000,300,Morris,Non profit - Church related,84,69.9,Medicare,False,SPRINGPOINT AT DENVILLE INC,02/03/1994,True,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,,5.0,,,,2.29106,0.49662,1.49139,1.98801,4.27907,0.41079,2.19597,0.84669,0.44396,3.48663,2.172,0.44016,1.25853,3.9358,10/19/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/29/2017,1,1,0.0,4.0,1.0,0.0,4.0,2016-07-12,2,2,0,0,1,0,0,1.333,0,0,0,0.0,0,0,"21 POCONO ROAD DENVILLE, NJ 07834 (40.894359, -74.46657)",06/01/2019,1192069,25781.0,38116.0,1.47845312439,15945.0,0.618478724642,72873.0,2.82661650052,315329,4.92354834956,126934.0,25.0,288.0,56.0,49.0,0.0735294117647,0.847058823529,0.164705882353,0.144117647059,"40.894359, -74.46657)",40.894359, -74.46657,2.189781,0.0,19.999999,12.030075,32.030074,167.0,140.0,243.0
315517,POWERBACK REHABILITATION MOORESTOWN,212 MARTER AVENUE,MOORESTOWN,NJ,8057,8562914800,150,Burlington,For profit - Corporation,124,178.8,Medicare and Medicaid,False,200 MARTER AVENUE OPERATIONS LLC,11/10/2014,False,False,False,False,None,Yes,2.0,,2.0,,4.0,,,2.0,4.0,,2.0,,3.0,,,,1.17852,0.792,1.06956,1.86156,3.04008,0.18436,2.05339,0.97106,0.60419,3.62864,1.19485,0.61206,0.66321,2.68677,09/28/2018,4.0,4.0,0.0,20.0,1.0,0.0,20.0,06/06/2017,6,6,0.0,28.0,1.0,0.0,28.0,2016-07-05,3,0,3,36,0,0,36,25.333,1,0,0,0.0,0,0,"212 MARTER AVENUE MOORESTOWN, NJ 08057 (39.968966, -74.919953)",06/01/2019,1193880,41962.0,103485.66,2.46617558744,50059.09,1.19296244221,89840.6,2.14099899909,315517,5.80013702874,243385.35,10.0,54.0,238.0,23.0,0.0294117647059,0.158823529412,0.7,0.0676470588235,"39.968966, -74.919953)",39.968966, -74.919953,,,,,,,,
315328,MAPLE GLEN CENTER,12-15 SADDLE RIVER ROAD,FAIRLAWN,NJ,7410,2017979522,100,Bergen,For profit - Corporation,159,141.0,Medicare and Medicaid,False,12-15 SADDLE RIVER ROAD OPERATIONS LLC,11/01/1993,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,5.0,,,,1.82724,0.40518,1.06509,1.47026,3.2975,0.08849,2.06463,0.69126,0.32686,3.08275,1.84248,0.43986,1.22077,3.43033,01/25/2019,2.0,2.0,0.0,8.0,1.0,0.0,8.0,11/21/2017,2,2,0.0,12.0,1.0,0.0,12.0,2016-10-06,3,3,0,8,1,0,8,9.333,0,0,1,8128.0,0,1,"12 15 SADDLE RIVER ROAD FAIRLAWN, NJ 07410 (40.927476, -74.095326)",06/01/2019,1202250,50854.0,74217.02,1.45941361545,22037.29,0.433344279703,107989.08,2.12351201479,315328,4.01626990994,204243.39,27.0,313.0,245.0,159.0,0.0794117647059,0.920588235294,0.720588235294,0.467647058824,"40.927476, -74.095326)",40.927476, -74.095326,3.585656,0.0,7.066381,1.705758,8.772139,278.0,140.0,10.0
315353,CRANBURY CENTER,292 APPLEGARTH ROAD,MONROE TOWNSHIP,NJ,8831,6098602500,270,Middlesex,For profit - Corporation,154,125.6,Medicare and Medicaid,False,292 APPLEGARTH ROAD OPERATIONS LLC,05/01/1996,False,False,False,False,Both,Yes,4.0,,2.0,,5.0,,5.0,,5.0,,4.0,,4.0,,,,2.00229,0.93331,0.60415,1.53746,3.53976,0.03615,1.93816,0.65926,0.29176,2.88918,2.15074,1.06239,0.77577,3.92906,10/29/2018,6.0,6.0,0.0,28.0,1.0,0.0,28.0,07/20/2017,4,4,0.0,16.0,1.0,0.0,16.0,2016-07-27,4,4,0,16,1,0,16,22.0,0,0,0,0.0,0,0,"292 APPLEGARTH ROAD MONROE TOWNSHIP, NJ 08831 (40.311131, -74.472558)",06/01/2019,1195554,45213.0,39578.89,0.875387388583,47589.08,1.05255302678,102941.71,2.27681662354,315353,4.2047570389,190109.68,128.0,102.0,183.0,126.0,0.376470588235,0.3,0.538235294118,0.370588235294,"40.311131, -74.472558)",40.311131, -74.472558,2.926827,0.0,17.344173,16.129035,33.473208,230.0,140.0,255.0
315263,"PALACE REHABILITATION AND CARE CENTER, THE",315 WEST MILL ROAD,MAPLE SHADE,NJ,8052,8567791500,150,Burlington,For profit - Corporation,165,159.0,Medicare and Medicaid,False,THE PALACE REHABILITATION AND CARE CENTER LLC,06/24/1988,False,False,False,False,Resident,Yes,1.0,,2.0,,3.0,,4.0,,2.0,,1.0,,1.0,,,,1.15563,0.65732,0.17079,0.82811,1.98374,0.05894,1.72029,0.62699,0.27582,2.62311,1.39851,0.78674,0.23198,2.42526,07/30/2018,7.0,7.0,0.0,48.0,1.0,0.0,48.0,05/18/2017,8,6,2.0,32.0,1.0,0.0,32.0,2016-05-26,1,1,0,8,1,0,8,36.0,0,1,0,0.0,0,0,"315 WEST MILL ROAD MAPLE SHADE, NJ 08052 (39.942789, -75.000886)",06/01/2019,1210954,58216.0,14951.0,0.256819431084,61522.0,1.05678851175,107463.0,1.8459358252,315263,3.15954376804,183936.0,322.0,96.0,321.0,308.0,0.947058823529,0.282352941176,0.944117647059,0.905882352941,"39.942789, -75.000886)",39.942789, -75.000886,3.06644,0.68143,35.800344,30.927836,66.72818,242.0,315.0,344.0
315276,MILFORD MANOR,69 MAPLE ROAD,WEST MILFORD,NJ,7480,9736975640,320,Passaic,For profit - Individual,120,105.2,Medicare and Medicaid,False,MILFORD MANOR 69 MAPLE AVE INC,06/01/1989,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,1.0,12.0,1.0,12.0,,,1.43085,0.546,0.24155,0.78756,2.21841,0.12466,2.16115,0.70068,0.32234,3.18417,1.37835,0.58477,0.28075,2.23426,05/14/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05/08/2018,2,2,0.0,8.0,1.0,0.0,8.0,2017-02-01,2,2,0,8,1,0,8,4.0,0,0,0,0.0,0,0,"69 MAPLE ROAD WEST MILFORD, NJ 07480 (41.065231, -74.388252)",06/01/2019,1202241,39693.0,11473.0,0.289043408158,29828.0,0.751467513164,88687.0,2.23432343234,315276,3.27483435366,129988.0,313.0,243.0,198.0,294.0,0.920588235294,0.714705882353,0.582352941176,0.864705882353,"41.065231, -74.388252)",41.065231, -74.388252,3.814712,0.0,21.806853,7.303371,29.110224,298.0,140.0,204.0
315482,CARE ONE AT MOORESTOWN,895 WESTFIELD ROAD,MOORESTOWN,NJ,8057,8569140444,150,Burlington,For profit - Corporation,65,60.6,Medicare and Medicaid,False,"CARE ONE AT MOORESTOWN, LLC",09/11/2003,False,False,False,False,Resident,Yes,4.0,,4.0,,4.0,,,2.0,4.0,,4.0,,4.0,,,,2.02357,1.25704,1.61978,2.87681,4.90039,0.44381,2.29555,1.09829,0.62623,4.02007,1.83519,0.8589,0.96904,3.90918,03/01/2019,2.0,2.0,0.0,4.0,1.0,0.0,4.0,12/14/2017,2,2,0.0,24.0,1.0,0.0,24.0,2017-02-14,2,2,0,8,1,0,8,11.333,0,0,0,0.0,0,0,"895 WESTFIELD ROAD MOORESTOWN, NJ 08057 (39.989071, -74.936081)",06/01/2019,1195558,22060.0,28440.0,1.28921124207,18486.0,0.837987307344,52461.0,2.37810516772,315482,4.50530371714,99387.0,42.0,195.0,144.0,77.0,0.123529411765,0.573529411765,0.423529411765,0.226470588235,"39.989071, -74.936081)",39.989071, -74.936081,,,,,,,,
315136,MERIDIAN NURSING & REHAB AT SHREWSBURY,89 AVENUE AT THE COMMON,SHREWSBURY,NJ,7702,7326765800,290,Monmouth,Non profit - Corporation,140,123.1,Medicare and Medicaid,False,HMH RESIDENTIAL CARE INC,03/14/1972,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,5.0,,4.0,,4.0,,5.0,,,,1.76335,0.80142,1.48085,2.28227,4.04562,0.37261,2.22677,0.82675,0.40937,3.46289,1.64859,0.72744,1.35522,3.74659,12/04/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/28/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-07-29,5,5,0,12,1,0,12,4.667,0,0,0,0.0,0,0,"89 AVENUE AT THE COMMON SHREWSBURY, NJ 07702 (40.315461, -74.058431)",06/01/2019,1202204,46951.0,78728.0,1.67681199548,49534.0,1.05501480267,102673.0,2.1868117825,315136,4.91863858065,230935.0,19.0,100.0,224.0,50.0,0.0558823529412,0.294117647059,0.658823529412,0.147058823529,"40.315461, -74.058431)",40.315461, -74.058431,2.183406,1.746727,11.96172,4.651164,16.612884,165.0,334.0,57.0
315467,LITTLE BROOK NURSING AND CONVALESCENT HOME,78 SLIKER ROAD,CALIFON,NJ,7830,9088322220,250,Hunterdon,For profit - Corporation,36,23.7,Medicare and Medicaid,False,"LITTLE BROOK HOME, INC",02/01/2001,False,False,False,False,None,Yes,5.0,,5.0,,3.0,,3.0,,,2.0,4.0,,4.0,,,,2.17726,0.73454,0.56729,1.30183,3.47909,0.01791,2.15388,0.60798,0.26279,3.02465,2.10445,0.90664,0.80875,3.68875,07/19/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,04/12/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-03-03,0,0,0,0,0,0,0,4.667,0,0,0,0.0,0,0,"78 SLIKER ROAD CALIFON, NJ 07830 (40.735122, -74.85371)",06/01/2019,1211615,9933.0,3716.0,0.374106513641,9240.25,0.930257726769,23766.75,2.39270613108,315467,3.69707037149,36723.0,292.0,152.0,140.0,232.0,0.858823529412,0.447058823529,0.411764705882,0.682352941176,"40.735122, -74.85371)",40.735122, -74.85371,2.941177,0.0,21.568626,0.0,21.568626,231.5,140.0,117.0
315226,HUNTERDON CARE CENTER,1 LEISURE COURT,FLEMINGTON,NJ,8822,9087889292,250,Hunterdon,For profit - Limited Liability company,185,174.7,Medicare and Medicaid,False,"PRIME CARE HEALTH, LLC",03/17/1986,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,4.0,,,,2.15905,0.85296,0.6343,1.48726,3.64631,0.09605,2.01134,0.69539,0.32334,3.03007,2.23475,0.92047,0.73495,3.85914,05/09/2019,1.0,1.0,0.0,4.0,0.0,0.0,4.0,03/22/2018,2,2,0.0,8.0,1.0,0.0,8.0,2017-01-13,7,4,3,60,1,0,60,14.667,0,8,0,0.0,0,0,"1 LEISURE COURT FLEMINGTON, NJ 08822 (40.534723, -74.853295)",06/01/2019,1192062,62724.0,57322.63,0.913886710031,82963.17,1.32267026975,200391.21,3.19480916396,315226,5.43136614374,340677.01,117.0,30.0,33.0,33.0,0.344117647059,0.0882352941176,0.0970588235294,0.0970588235294,"40.534723, -74.853295)",40.534723, -74.853295,1.079136,0.0,6.036221,4.502812,10.539033,72.0,140.0,16.0
315354,SUNNYSIDE MANOR,2500 RIDGEWOOD ROAD,WALL,NJ,7719,7325289311,290,Monmouth,For profit - Corporation,60,51.8,Medicare and Medicaid,False,SUNNYSIDE MANOR INC,05/08/1996,False,False,False,False,Both,Yes,5.0,,3.0,,5.0,,5.0,,5.0,,4.0,,5.0,,,,2.63321,0.44294,0.9367,1.37964,4.01285,0.22467,2.24226,0.7032,0.33192,3.27739,2.44483,0.47269,1.05726,3.92658,03/07/2019,2.0,0.0,2.0,8.0,0.0,0.0,8.0,01/17/2018,3,3,0.0,20.0,1.0,0.0,20.0,2017-02-27,6,3,3,28,1,0,28,15.333,0,9,0,0.0,0,0,"2500 RIDGEWOOD ROAD WALL, NJ 07719 (40.141914, -74.086243)",06/01/2019,1204142,19723.0,17779.0,0.901434872991,10441.0,0.529381939867,59247.0,3.00395477361,315354,4.43477158647,87467.0,122.0,302.0,42.0,84.0,0.358823529412,0.888235294118,0.123529411765,0.247058823529,"40.141914, -74.086243)",40.141914, -74.086243,3.684211,0.0,23.333332,10.215051,33.548383,287.0,140.0,257.0
